股票名称,最高,今开,涨停,成交量,最低,昨收,跌停,成交额,换手,盘后量,量比,总市值,振幅,盘后额,委比,流通值,市盈率(动),市盈率(TTM),每股收益,股息(TTM),市盈率(静),市净率,每股净资产,股息率(TTM),52周最高,总股本,质押率,注册制,52周最低,流通股,商誉/净资产,货币单位
东方财富(SZ:300059),22.86,22.15,26.44,333.39万手,21.87,22.03,17.62,74.77亿,3.01%,311手,0.74,2966.58亿,4.49%,69.82万,-18.89%,2489.41亿,34.86,34.86,0.64,0.07,34.86,4.55,4.93,0.31%,26.60,132.14亿,0.11%,否,15.22,110.89亿,4.52%,CNY
